Name,Atom Count_Cation,Atom Count_Anion,Volume_Cation,Volume_Anion,Radius_Cation,Radius_Anion,Volume Cation/Volume Anion,Polar Area_Cation,Polar Area_Anion,Polar Area_IonPair,Rotatable Bonds_Cation,Rotatable Bonds_Anion,Rotatable Bond Fraction_Anion,Rotatable Bond Fraction_Cation,H-Bond Acceptors_Anion,H-Bond Acceptors_Cation,H-Bond Donors_Anion,H-Bond Donors_Cation,H-Bond Interactions_Anion,H-Bond Interactions_Cation,Molecular Weight_Cation,Molecular Weight_Anion,Temperature,LogP_Anion,LogP_Cation,Bond Count_Anion,Bond Count_Cation,Asphericity_Cation,Spherocity_Cation,Asphericity_Anion,Spherocity_Anion,Valence Electrons_Cation,Valence Electrons_Anion,Min Partial Charge_Anion,Min Partial Charge_Cation,Max Partial Charge_Cation,Max Partial Charge_Anion,Asphericity Cation_StDev%,Spherocity_Cation_StDev%,Asphericity Anion_StDev%,Spherocity_Anion_StDev%,SMILES_Anion,SMILES_Cation,Mols_Cation,Mols_Anion,Specific_density
"['1-Propyl-2-methylpyridinium', 'Bistriflylimide anion']",24,15,148.70688000000004,156.65568000000002,3.2866047923619667e-10,3.344150741943107e-10,0.94925942,3.9,103,106.9,2,1,0.071428571,0.083333333,11,0,0,0,0,0,136.21,280.15,293,0.9542,1.69252,14,24,0.2957750709620054,0.2576530695777326,0.3392899763570794,0.3331410396496278,54,92,-0.756650956,-0.202742217,0.1776930873133171,0.5185779581521305,24.02387340082975,29.092613220789843,8.871812634,5.562783403315668,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCC[N+]1=CC=CC=C1C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae649f0>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>,1468.91
"['1-Propyl-2-methylpyridinium', 'Bistriflylimide anion']",24,15,148.70688000000004,156.65568000000002,3.2866047923619667e-10,3.344150741943107e-10,0.94925942,3.9,103,106.9,2,1,0.071428571,0.083333333,11,0,0,0,0,0,136.21,280.15,328,0.9542,1.69252,14,24,0.2957750709620054,0.2576530695777326,0.3392899763570794,0.3331410396496278,54,92,-0.756650956,-0.202742217,0.1776930873133171,0.5185779581521305,24.02387340082975,29.092613220789843,8.871812634,5.562783403315668,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCC[N+]1=CC=CC=C1C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae649f0>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>,1436.15
"['1-Propyl-2-methylpyridinium', 'Bistriflylimide anion']",24,15,148.70688000000004,156.65568000000002,3.2866047923619667e-10,3.344150741943107e-10,0.94925942,3.9,103,106.9,2,1,0.071428571,0.083333333,11,0,0,0,0,0,136.21,280.15,326,0.9542,1.69252,14,24,0.2957750709620054,0.2576530695777326,0.3392899763570794,0.3331410396496278,54,92,-0.756650956,-0.202742217,0.1776930873133171,0.5185779581521305,24.02387340082975,29.092613220789843,8.871812634,5.562783403315668,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCC[N+]1=CC=CC=C1C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae649f0>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>,1438.56
"['1-Propyl-2-methylpyridinium', 'Bistriflylimide anion']",24,15,148.70688000000004,156.65568000000002,3.2866047923619667e-10,3.344150741943107e-10,0.94925942,3.9,103,106.9,2,1,0.071428571,0.083333333,11,0,0,0,0,0,136.21,280.15,291,0.9542,1.69252,14,24,0.2957750709620054,0.2576530695777326,0.3392899763570794,0.3331410396496278,54,92,-0.756650956,-0.202742217,0.1776930873133171,0.5185779581521305,24.02387340082975,29.092613220789843,8.871812634,5.562783403315668,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCC[N+]1=CC=CC=C1C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae649f0>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>,1471.62
"['1-Propyl-2-methylpyridinium', 'Bistriflylimide anion']",24,15,148.70688000000004,156.65568000000002,3.2866047923619667e-10,3.344150741943107e-10,0.94925942,3.9,103,106.9,2,1,0.071428571,0.083333333,11,0,0,0,0,0,136.21,280.15,321,0.9542,1.69252,14,24,0.2957750709620054,0.2576530695777326,0.3392899763570794,0.3331410396496278,54,92,-0.756650956,-0.202742217,0.1776930873133171,0.5185779581521305,24.02387340082975,29.092613220789843,8.871812634,5.562783403315668,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCC[N+]1=CC=CC=C1C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae649f0>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>,1443.11
"['1-Propyl-2-methylpyridinium', 'Bistriflylimide anion']",24,15,148.70688000000004,156.65568000000002,3.2866047923619667e-10,3.344150741943107e-10,0.94925942,3.9,103,106.9,2,1,0.071428571,0.083333333,11,0,0,0,0,0,136.21,280.15,288,0.9542,1.69252,14,24,0.2957750709620054,0.2576530695777326,0.3392899763570794,0.3331410396496278,54,92,-0.756650956,-0.202742217,0.1776930873133171,0.5185779581521305,24.02387340082975,29.092613220789843,8.871812634,5.562783403315668,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCC[N+]1=CC=CC=C1C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae649f0>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>,1473.63
"['1-Propyl-2-methylpyridinium', 'Bistriflylimide anion']",24,15,148.70688000000004,156.65568000000002,3.2866047923619667e-10,3.344150741943107e-10,0.94925942,3.9,103,106.9,2,1,0.071428571,0.083333333,11,0,0,0,0,0,136.21,280.15,331,0.9542,1.69252,14,24,0.2957750709620054,0.2576530695777326,0.3392899763570794,0.3331410396496278,54,92,-0.756650956,-0.202742217,0.1776930873133171,0.5185779581521305,24.02387340082975,29.092613220789843,8.871812634,5.562783403315668,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCC[N+]1=CC=CC=C1C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae649f0>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>,1433.84
"['1-Propyl-2-methylpyridinium', 'Bistriflylimide anion']",24,15,148.70688000000004,156.65568000000002,3.2866047923619667e-10,3.344150741943107e-10,0.94925942,3.9,103,106.9,2,1,0.071428571,0.083333333,11,0,0,0,0,0,136.21,280.15,278,0.9542,1.69252,14,24,0.2957750709620054,0.2576530695777326,0.3392899763570794,0.3331410396496278,54,92,-0.756650956,-0.202742217,0.1776930873133171,0.5185779581521305,24.02387340082975,29.092613220789843,8.871812634,5.562783403315668,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCC[N+]1=CC=CC=C1C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae649f0>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>,1483.19
"['1-Propyl-2-methylpyridinium', 'Bistriflylimide anion']",24,15,148.70688000000004,156.65568000000002,3.2866047923619667e-10,3.344150741943107e-10,0.94925942,3.9,103,106.9,2,1,0.071428571,0.083333333,11,0,0,0,0,0,136.21,280.15,333,0.9542,1.69252,14,24,0.2957750709620054,0.2576530695777326,0.3392899763570794,0.3331410396496278,54,92,-0.756650956,-0.202742217,0.1776930873133171,0.5185779581521305,24.02387340082975,29.092613220789843,8.871812634,5.562783403315668,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCC[N+]1=CC=CC=C1C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae649f0>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>,1431.53
"['1-Propyl-2-methylpyridinium', 'Bistriflylimide anion']",24,15,148.70688000000004,156.65568000000002,3.2866047923619667e-10,3.344150741943107e-10,0.94925942,3.9,103,106.9,2,1,0.071428571,0.083333333,11,0,0,0,0,0,136.21,280.15,316,0.9542,1.69252,14,24,0.2957750709620054,0.2576530695777326,0.3392899763570794,0.3331410396496278,54,92,-0.756650956,-0.202742217,0.1776930873133171,0.5185779581521305,24.02387340082975,29.092613220789843,8.871812634,5.562783403315668,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCC[N+]1=CC=CC=C1C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae649f0>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>,1447.78
"['1-Propyl-2-methylpyridinium', 'Bistriflylimide anion']",24,15,148.70688000000004,156.65568000000002,3.2866047923619667e-10,3.344150741943107e-10,0.94925942,3.9,103,106.9,2,1,0.071428571,0.083333333,11,0,0,0,0,0,136.21,280.15,286,0.9542,1.69252,14,24,0.2957750709620054,0.2576530695777326,0.3392899763570794,0.3331410396496278,54,92,-0.756650956,-0.202742217,0.1776930873133171,0.5185779581521305,24.02387340082975,29.092613220789843,8.871812634,5.562783403315668,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCC[N+]1=CC=CC=C1C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae649f0>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>,1475.99
"['1-Propyl-2-methylpyridinium', 'Bistriflylimide anion']",24,15,148.70688000000004,156.65568000000002,3.2866047923619667e-10,3.344150741943107e-10,0.94925942,3.9,103,106.9,2,1,0.071428571,0.083333333,11,0,0,0,0,0,136.21,280.15,308,0.9542,1.69252,14,24,0.2957750709620054,0.2576530695777326,0.3392899763570794,0.3331410396496278,54,92,-0.756650956,-0.202742217,0.1776930873133171,0.5185779581521305,24.02387340082975,29.092613220789843,8.871812634,5.562783403315668,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCC[N+]1=CC=CC=C1C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae649f0>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>,1454.8
"['1-Propyl-2-methylpyridinium', 'Bistriflylimide anion']",24,15,148.70688000000004,156.65568000000002,3.2866047923619667e-10,3.344150741943107e-10,0.94925942,3.9,103,106.9,2,1,0.071428571,0.083333333,11,0,0,0,0,0,136.21,280.15,313,0.9542,1.69252,14,24,0.2957750709620054,0.2576530695777326,0.3392899763570794,0.3331410396496278,54,92,-0.756650956,-0.202742217,0.1776930873133171,0.5185779581521305,24.02387340082975,29.092613220789843,8.871812634,5.562783403315668,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCC[N+]1=CC=CC=C1C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae649f0>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>,1450.11
"['1-Propyl-2-methylpyridinium', 'Bistriflylimide anion']",24,15,148.70688000000004,156.65568000000002,3.2866047923619667e-10,3.344150741943107e-10,0.94925942,3.9,103,106.9,2,1,0.071428571,0.083333333,11,0,0,0,0,0,136.21,280.15,306,0.9542,1.69252,14,24,0.2957750709620054,0.2576530695777326,0.3392899763570794,0.3331410396496278,54,92,-0.756650956,-0.202742217,0.1776930873133171,0.5185779581521305,24.02387340082975,29.092613220789843,8.871812634,5.562783403315668,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCC[N+]1=CC=CC=C1C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae649f0>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>,1457.14
"['1-Propyl-2-methylpyridinium', 'Bistriflylimide anion']",24,15,148.70688000000004,156.65568000000002,3.2866047923619667e-10,3.344150741943107e-10,0.94925942,3.9,103,106.9,2,1,0.071428571,0.083333333,11,0,0,0,0,0,136.21,280.15,283,0.9542,1.69252,14,24,0.2957750709620054,0.2576530695777326,0.3392899763570794,0.3331410396496278,54,92,-0.756650956,-0.202742217,0.1776930873133171,0.5185779581521305,24.02387340082975,29.092613220789843,8.871812634,5.562783403315668,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCC[N+]1=CC=CC=C1C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae649f0>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>,1478.34
"['1-Propyl-2-methylpyridinium', 'Bistriflylimide anion']",24,15,148.70688000000004,156.65568000000002,3.2866047923619667e-10,3.344150741943107e-10,0.94925942,3.9,103,106.9,2,1,0.071428571,0.083333333,11,0,0,0,0,0,136.21,280.15,303,0.9542,1.69252,14,24,0.2957750709620054,0.2576530695777326,0.3392899763570794,0.3331410396496278,54,92,-0.756650956,-0.202742217,0.1776930873133171,0.5185779581521305,24.02387340082975,29.092613220789843,8.871812634,5.562783403315668,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCC[N+]1=CC=CC=C1C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae649f0>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>,1459.69
"['1-Propyl-2-methylpyridinium', 'Bistriflylimide anion']",24,15,148.70688000000004,156.65568000000002,3.2866047923619667e-10,3.344150741943107e-10,0.94925942,3.9,103,106.9,2,1,0.071428571,0.083333333,11,0,0,0,0,0,136.21,280.15,311,0.9542,1.69252,14,24,0.2957750709620054,0.2576530695777326,0.3392899763570794,0.3331410396496278,54,92,-0.756650956,-0.202742217,0.1776930873133171,0.5185779581521305,24.02387340082975,29.092613220789843,8.871812634,5.562783403315668,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCC[N+]1=CC=CC=C1C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae649f0>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>,1452.45
"['1-Propyl-2-methylpyridinium', 'Bistriflylimide anion']",24,15,148.70688000000004,156.65568000000002,3.2866047923619667e-10,3.344150741943107e-10,0.94925942,3.9,103,106.9,2,1,0.071428571,0.083333333,11,0,0,0,0,0,136.21,280.15,301,0.9542,1.69252,14,24,0.2957750709620054,0.2576530695777326,0.3392899763570794,0.3331410396496278,54,92,-0.756650956,-0.202742217,0.1776930873133171,0.5185779581521305,24.02387340082975,29.092613220789843,8.871812634,5.562783403315668,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCC[N+]1=CC=CC=C1C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae649f0>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e540>,1461.85
"['1-ethyl-3-methylimidazolium', 'ethylsulfate']",19,13,117.80448000000003,96.77920000000003,3.0410558704421075e-10,2.8481605901560666e-10,1.2172499876006413,8.8,72,80.8,1,2,0.16666666666666666,0.052631579,4,0,1,0,0,0,111.17,126.13,308,-0.1743,0.3325,12,19,0.46990523977891335,0.2155003704202674,0.3261765790899521,0.307204195,44,44,-0.263528447,-0.239534146,0.24301869934635242,0.3968392605797532,0.004315927,0.004875214,9.201448497298879,8.692068027339067,CCOS(=O)(=O)O,CCN1C=C[N+](=C1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae64b80>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e7c0>,1229.7
"['1-ethyl-3-methylimidazolium', 'ethylsulfate']",19,13,117.80448000000003,96.77920000000003,3.0410558704421075e-10,2.8481605901560666e-10,1.2172499876006413,8.8,72,80.8,1,2,0.16666666666666666,0.052631579,4,0,1,0,0,0,111.17,126.13,313,-0.1743,0.3325,12,19,0.46990523977891335,0.2155003704202674,0.3261765790899521,0.307204195,44,44,-0.263528447,-0.239534146,0.24301869934635242,0.3968392605797532,0.004315927,0.004875214,9.201448497298879,8.692068027339067,CCOS(=O)(=O)O,CCN1C=C[N+](=C1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae64b80>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e7c0>,1226
"['1-ethyl-3-methylimidazolium', 'ethylsulfate']",19,13,117.80448000000003,96.77920000000003,3.0410558704421075e-10,2.8481605901560666e-10,1.2172499876006413,8.8,72,80.8,1,2,0.16666666666666666,0.052631579,4,0,1,0,0,0,111.17,126.13,313,-0.1743,0.3325,12,19,0.46990523977891335,0.2155003704202674,0.3261765790899521,0.307204195,44,44,-0.263528447,-0.239534146,0.24301869934635242,0.3968392605797532,0.004315927,0.004875214,9.201448497298879,8.692068027339067,CCOS(=O)(=O)O,CCN1C=C[N+](=C1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae64b80>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e7c0>,1226.4
"['1-ethyl-3-methylimidazolium', 'ethylsulfate']",19,13,117.80448000000003,96.77920000000003,3.0410558704421075e-10,2.8481605901560666e-10,1.2172499876006413,8.8,72,80.8,1,2,0.16666666666666666,0.052631579,4,0,1,0,0,0,111.17,126.13,318,-0.1743,0.3325,12,19,0.46990523977891335,0.2155003704202674,0.3261765790899521,0.307204195,44,44,-0.263528447,-0.239534146,0.24301869934635242,0.3968392605797532,0.004315927,0.004875214,9.201448497298879,8.692068027339067,CCOS(=O)(=O)O,CCN1C=C[N+](=C1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae64b80>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e7c0>,1223
"['1-ethyl-3-methylimidazolium', 'ethylsulfate']",19,13,117.80448000000003,96.77920000000003,3.0410558704421075e-10,2.8481605901560666e-10,1.2172499876006413,8.8,72,80.8,1,2,0.16666666666666666,0.052631579,4,0,1,0,0,0,111.17,126.13,323,-0.1743,0.3325,12,19,0.46990523977891335,0.2155003704202674,0.3261765790899521,0.307204195,44,44,-0.263528447,-0.239534146,0.24301869934635242,0.3968392605797532,0.004315927,0.004875214,9.201448497298879,8.692068027339067,CCOS(=O)(=O)O,CCN1C=C[N+](=C1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae64b80>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e7c0>,1219.6
"['1-ethyl-3-methylimidazolium', 'ethylsulfate']",19,13,117.80448000000003,96.77920000000003,3.0410558704421075e-10,2.8481605901560666e-10,1.2172499876006413,8.8,72,80.8,1,2,0.16666666666666666,0.052631579,4,0,1,0,0,0,111.17,126.13,303,-0.1743,0.3325,12,19,0.46990523977891335,0.2155003704202674,0.3261765790899521,0.307204195,44,44,-0.263528447,-0.239534146,0.24301869934635242,0.3968392605797532,0.004315927,0.004875214,9.201448497298879,8.692068027339067,CCOS(=O)(=O)O,CCN1C=C[N+](=C1)C,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae64b80>,<rdkit.Chem.rdchem.Mol object at 0x7fd59ae8e7c0>,1233.1
