Name,Atom Count_Cation,Atom Count_Anion,Volume_Cation,Volume_Anion,Radius_Cation,Radius_Anion,Volume Cation/Volume Anion,Polar Area_Cation,Polar Area_Anion,Polar Area_IonPair,Rotatable Bonds_Cation,Rotatable Bonds_Anion,Rotatable Bond Fraction_Anion,Rotatable Bond Fraction_Cation,H-Bond Acceptors_Anion,H-Bond Acceptors_Cation,H-Bond Donors_Anion,H-Bond Donors_Cation,H-Bond Interactions_Anion,H-Bond Interactions_Cation,Molecular Weight_Cation,Molecular Weight_Anion,Temperature,LogP_Anion,LogP_Cation,Bond Count_Anion,Bond Count_Cation,Asphericity_Cation,Spherocity_Cation,Asphericity_Anion,Spherocity_Anion,Valence Electrons_Cation,Valence Electrons_Anion,Min Partial Charge_Anion,Min Partial Charge_Cation,Max Partial Charge_Cation,Max Partial Charge_Anion,Asphericity Cation_StDev%,Spherocity_Cation_StDev%,Asphericity Anion_StDev%,Spherocity_Anion_StDev%,SMILES_Anion,SMILES_Cation,Mols_Cation,Mols_Anion,Molar Conductivity
"['(2-Methoxyethyl)trimethylaminium', 'Heptafluoropropyltrifluoroboronanion']",24,14,137.55872000000008,133.47184000000004,3.2023331090745627e-10,3.1702998933229e-10,1.0306197921599045,9.2,0,9.2,3,1,0.076923077,0.13043478260869565,11,1,0,0,0,0,118.2,236.83,298,3.2058999999999984,0.3389999999999999,13,23,0.43450337904256153,0.4544913387982211,0.138223289,0.5186449855129825,50,86,-0.445064632,-0.378839051,0.10175669820825953,0.5545322388101193,11.674096396758618,4.366569780829925,37.94148564068494,7.523647882464967,[B-](C(C(C(F)(F)F)(F)F)(F)F)(F)(F)F,C[N+](C)(C)CCOC,<rdkit.Chem.rdchem.Mol object at 0x7f880cd20090>,<rdkit.Chem.rdchem.Mol object at 0x7f880cc50d10>,0.6294858156028369
"['1-butyl-2,3-dimethylimidazolium', 'hydrogen sulfate']",28,6,167.98576000000006,59.53760000000001,3.42290321828036e-10,2.4223351892765165e-10,2.8215070812394187,8.8,85.8,94.6,3,0,0,0.10714285714285714,4,0,1,0,0,0,153.24,97.07,323,-0.9954,1.42112,5,28,0.4582849984022221,0.25936300572254295,0.001875271,0.7195378316208526,62,32,-0.725666618,-0.2371895,0.2525059025573828,0.23248156438421153,22.269450443220336,39.653191688830326,0.000548191,3.0033803963491353e-05,OS(=O)(=O)[O-],CCCCN1C=C[N+](=C1C)C,<rdkit.Chem.rdchem.Mol object at 0x7f880cd200e0>,<rdkit.Chem.rdchem.Mol object at 0x7f880cc50d60>,0.7547035175879396
"['1-butyl-2,3-dimethylimidazolium', 'hydrogen sulfate']",28,6,167.98576000000006,59.53760000000001,3.42290321828036e-10,2.4223351892765165e-10,2.8215070812394187,8.8,85.8,94.6,3,0,0,0.10714285714285714,4,0,1,0,0,0,153.24,97.07,298,-0.9954,1.42112,5,28,0.4582849984022221,0.25936300572254295,0.001875271,0.7195378316208526,62,32,-0.725666618,-0.2371895,0.2525059025573828,0.23248156438421153,22.269450443220336,39.653191688830326,0.000548191,3.0033803963491353e-05,OS(=O)(=O)[O-],CCCCN1C=C[N+](=C1C)C,<rdkit.Chem.rdchem.Mol object at 0x7f880cd200e0>,<rdkit.Chem.rdchem.Mol object at 0x7f880cc50d60>,0.2067652403766727
"['1-butyl-2,3-dimethylimidazolium', 'hydrogen sulfate']",28,6,167.98576000000006,59.53760000000001,3.42290321828036e-10,2.4223351892765165e-10,2.8215070812394187,8.8,85.8,94.6,3,0,0,0.10714285714285714,4,0,1,0,0,0,153.24,97.07,328,-0.9954,1.42112,5,28,0.4582849984022221,0.25936300572254295,0.001875271,0.7195378316208526,62,32,-0.725666618,-0.2371895,0.2525059025573828,0.23248156438421153,22.269450443220336,39.653191688830326,0.000548191,3.0033803963491353e-05,OS(=O)(=O)[O-],CCCCN1C=C[N+](=C1C)C,<rdkit.Chem.rdchem.Mol object at 0x7f880cd200e0>,<rdkit.Chem.rdchem.Mol object at 0x7f880cc50d60>,0.9269962210278804
"['1-butyl-2,3-dimethylimidazolium', 'hydrogen sulfate']",28,6,167.98576000000006,59.53760000000001,3.42290321828036e-10,2.4223351892765165e-10,2.8215070812394187,8.8,85.8,94.6,3,0,0,0.10714285714285714,4,0,1,0,0,0,153.24,97.07,338,-0.9954,1.42112,5,28,0.4582849984022221,0.25936300572254295,0.001875271,0.7195378316208526,62,32,-0.725666618,-0.2371895,0.2525059025573828,0.23248156438421153,22.269450443220336,39.653191688830326,0.000548191,3.0033803963491353e-05,OS(=O)(=O)[O-],CCCCN1C=C[N+](=C1C)C,<rdkit.Chem.rdchem.Mol object at 0x7f880cd200e0>,<rdkit.Chem.rdchem.Mol object at 0x7f880cc50d60>,1.333662163303217
"['1-butyl-2,3-dimethylimidazolium', 'hydrogen sulfate']",28,6,167.98576000000006,59.53760000000001,3.42290321828036e-10,2.4223351892765165e-10,2.8215070812394187,8.8,85.8,94.6,3,0,0,0.10714285714285714,4,0,1,0,0,0,153.24,97.07,313,-0.9954,1.42112,5,28,0.4582849984022221,0.25936300572254295,0.001875271,0.7195378316208526,62,32,-0.725666618,-0.2371895,0.2525059025573828,0.23248156438421153,22.269450443220336,39.653191688830326,0.000548191,3.0033803963491353e-05,OS(=O)(=O)[O-],CCCCN1C=C[N+](=C1C)C,<rdkit.Chem.rdchem.Mol object at 0x7f880cd200e0>,<rdkit.Chem.rdchem.Mol object at 0x7f880cc50d60>,0.48160594702648685
"['1-butyl-2,3-dimethylimidazolium', 'hydrogen sulfate']",28,6,167.98576000000006,59.53760000000001,3.42290321828036e-10,2.4223351892765165e-10,2.8215070812394187,8.8,85.8,94.6,3,0,0,0.10714285714285714,4,0,1,0,0,0,153.24,97.07,308,-0.9954,1.42112,5,28,0.4582849984022221,0.25936300572254295,0.001875271,0.7195378316208526,62,32,-0.725666618,-0.2371895,0.2525059025573828,0.23248156438421153,22.269450443220336,39.653191688830326,0.000548191,3.0033803963491353e-05,OS(=O)(=O)[O-],CCCCN1C=C[N+](=C1C)C,<rdkit.Chem.rdchem.Mol object at 0x7f880cd200e0>,<rdkit.Chem.rdchem.Mol object at 0x7f880cc50d60>,0.3721695323531855
"['1-butyl-2,3-dimethylimidazolium', 'hydrogen sulfate']",28,6,167.98576000000006,59.53760000000001,3.42290321828036e-10,2.4223351892765165e-10,2.8215070812394187,8.8,85.8,94.6,3,0,0,0.10714285714285714,4,0,1,0,0,0,153.24,97.07,318,-0.9954,1.42112,5,28,0.4582849984022221,0.25936300572254295,0.001875271,0.7195378316208526,62,32,-0.725666618,-0.2371895,0.2525059025573828,0.23248156438421153,22.269450443220336,39.653191688830326,0.000548191,3.0033803963491353e-05,OS(=O)(=O)[O-],CCCCN1C=C[N+](=C1C)C,<rdkit.Chem.rdchem.Mol object at 0x7f880cd200e0>,<rdkit.Chem.rdchem.Mol object at 0x7f880cc50d60>,0.6103592484342379
"['1-butyl-2,3-dimethylimidazolium', 'hydrogen sulfate']",28,6,167.98576000000006,59.53760000000001,3.42290321828036e-10,2.4223351892765165e-10,2.8215070812394187,8.8,85.8,94.6,3,0,0,0.10714285714285714,4,0,1,0,0,0,153.24,97.07,333,-0.9954,1.42112,5,28,0.4582849984022221,0.25936300572254295,0.001875271,0.7195378316208526,62,32,-0.725666618,-0.2371895,0.2525059025573828,0.23248156438421153,22.269450443220336,39.653191688830326,0.000548191,3.0033803963491353e-05,OS(=O)(=O)[O-],CCCCN1C=C[N+](=C1C)C,<rdkit.Chem.rdchem.Mol object at 0x7f880cd200e0>,<rdkit.Chem.rdchem.Mol object at 0x7f880cc50d60>,1.119186679016504
"['1-butyl-2,3-dimethylimidazolium', 'hydrogen sulfate']",28,6,167.98576000000006,59.53760000000001,3.42290321828036e-10,2.4223351892765165e-10,2.8215070812394187,8.8,85.8,94.6,3,0,0,0.10714285714285714,4,0,1,0,0,0,153.24,97.07,303,-0.9954,1.42112,5,28,0.4582849984022221,0.25936300572254295,0.001875271,0.7195378316208526,62,32,-0.725666618,-0.2371895,0.2525059025573828,0.23248156438421153,22.269450443220336,39.653191688830326,0.000548191,3.0033803963491353e-05,OS(=O)(=O)[O-],CCCCN1C=C[N+](=C1C)C,<rdkit.Chem.rdchem.Mol object at 0x7f880cd200e0>,<rdkit.Chem.rdchem.Mol object at 0x7f880cc50d60>,0.27989604903503684
"['1-butyl-2,3-dimethylimidazolium', 'hydrogen sulfate']",28,6,167.98576000000006,59.53760000000001,3.42290321828036e-10,2.4223351892765165e-10,2.8215070812394187,8.8,85.8,94.6,3,0,0,0.10714285714285714,4,0,1,0,0,0,153.24,97.07,343,-0.9954,1.42112,5,28,0.4582849984022221,0.25936300572254295,0.001875271,0.7195378316208526,62,32,-0.725666618,-0.2371895,0.2525059025573828,0.23248156438421153,22.269450443220336,39.653191688830326,0.000548191,3.0033803963491353e-05,OS(=O)(=O)[O-],CCCCN1C=C[N+](=C1C)C,<rdkit.Chem.rdchem.Mol object at 0x7f880cd200e0>,<rdkit.Chem.rdchem.Mol object at 0x7f880cc50d60>,1.5662920406435223
"['1-Propyl-2-methylpyridinium', 'Bistriflylimide anion']",24,15,148.70688000000004,156.65568000000002,3.2866047923619667e-10,3.344150741943107e-10,0.94925942,3.9,103,106.9,2,1,0.071428571,0.083333333,11,0,0,0,0,0,136.21,280.15,336,0.9542,1.69252,14,24,0.2957750709620054,0.2576530695777326,0.3392899763570794,0.3331410396496278,54,92,-0.756650956,-0.202742217,0.1776930873133171,0.5185779581521305,24.02387340082975,29.092613220789843,8.871812634,5.562783403315668,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCC[N+]1=CC=CC=C1C,<rdkit.Chem.rdchem.Mol object at 0x7f880cd20130>,<rdkit.Chem.rdchem.Mol object at 0x7f880cc50c20>,3.1054684373294523
"['1-Propyl-2-methylpyridinium', 'Bistriflylimide anion']",24,15,148.70688000000004,156.65568000000002,3.2866047923619667e-10,3.344150741943107e-10,0.94925942,3.9,103,106.9,2,1,0.071428571,0.083333333,11,0,0,0,0,0,136.21,280.15,338,0.9542,1.69252,14,24,0.2957750709620054,0.2576530695777326,0.3392899763570794,0.3331410396496278,54,92,-0.756650956,-0.202742217,0.1776930873133171,0.5185779581521305,24.02387340082975,29.092613220789843,8.871812634,5.562783403315668,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCC[N+]1=CC=CC=C1C,<rdkit.Chem.rdchem.Mol object at 0x7f880cd20130>,<rdkit.Chem.rdchem.Mol object at 0x7f880cc50c20>,3.3291526920300774
"['1-Propyl-2-methylpyridinium', 'Bistriflylimide anion']",24,15,148.70688000000004,156.65568000000002,3.2866047923619667e-10,3.344150741943107e-10,0.94925942,3.9,103,106.9,2,1,0.071428571,0.083333333,11,0,0,0,0,0,136.21,280.15,318,0.9542,1.69252,14,24,0.2957750709620054,0.2576530695777326,0.3392899763570794,0.3331410396496278,54,92,-0.756650956,-0.202742217,0.1776930873133171,0.5185779581521305,24.02387340082975,29.092613220789843,8.871812634,5.562783403315668,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCC[N+]1=CC=CC=C1C,<rdkit.Chem.rdchem.Mol object at 0x7f880cd20130>,<rdkit.Chem.rdchem.Mol object at 0x7f880cc50c20>,1.8118388864290458
"['1-Propyl-2-methylpyridinium', 'Bistriflylimide anion']",24,15,148.70688000000004,156.65568000000002,3.2866047923619667e-10,3.344150741943107e-10,0.94925942,3.9,103,106.9,2,1,0.071428571,0.083333333,11,0,0,0,0,0,136.21,280.15,298,0.9542,1.69252,14,24,0.2957750709620054,0.2576530695777326,0.3392899763570794,0.3331410396496278,54,92,-0.756650956,-0.202742217,0.1776930873133171,0.5185779581521305,24.02387340082975,29.092613220789843,8.871812634,5.562783403315668,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCC[N+]1=CC=CC=C1C,<rdkit.Chem.rdchem.Mol object at 0x7f880cd20130>,<rdkit.Chem.rdchem.Mol object at 0x7f880cc50c20>,0.7960722455529381
"['1-Propyl-2-methylpyridinium', 'Bistriflylimide anion']",24,15,148.70688000000004,156.65568000000002,3.2866047923619667e-10,3.344150741943107e-10,0.94925942,3.9,103,106.9,2,1,0.071428571,0.083333333,11,0,0,0,0,0,136.21,280.15,281,0.9542,1.69252,14,24,0.2957750709620054,0.2576530695777326,0.3392899763570794,0.3331410396496278,54,92,-0.756650956,-0.202742217,0.1776930873133171,0.5185779581521305,24.02387340082975,29.092613220789843,8.871812634,5.562783403315668,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCC[N+]1=CC=CC=C1C,<rdkit.Chem.rdchem.Mol object at 0x7f880cd20130>,<rdkit.Chem.rdchem.Mol object at 0x7f880cc50c20>,0.2865262233747991
"['1-Propyl-2-methylpyridinium', 'Bistriflylimide anion']",24,15,148.70688000000004,156.65568000000002,3.2866047923619667e-10,3.344150741943107e-10,0.94925942,3.9,103,106.9,2,1,0.071428571,0.083333333,11,0,0,0,0,0,136.21,280.15,296,0.9542,1.69252,14,24,0.2957750709620054,0.2576530695777326,0.3392899763570794,0.3331410396496278,54,92,-0.756650956,-0.202742217,0.1776930873133171,0.5185779581521305,24.02387340082975,29.092613220789843,8.871812634,5.562783403315668,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCC[N+]1=CC=CC=C1C,<rdkit.Chem.rdchem.Mol object at 0x7f880cd20130>,<rdkit.Chem.rdchem.Mol object at 0x7f880cc50c20>,0.7012390901156449
"['1-Propyl-2-methylpyridinium', 'Bistriflylimide anion']",24,15,148.70688000000004,156.65568000000002,3.2866047923619667e-10,3.344150741943107e-10,0.94925942,3.9,103,106.9,2,1,0.071428571,0.083333333,11,0,0,0,0,0,136.21,280.15,323,0.9542,1.69252,14,24,0.2957750709620054,0.2576530695777326,0.3392899763570794,0.3331410396496278,54,92,-0.756650956,-0.202742217,0.1776930873133171,0.5185779581521305,24.02387340082975,29.092613220789843,8.871812634,5.562783403315668,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCC[N+]1=CC=CC=C1C,<rdkit.Chem.rdchem.Mol object at 0x7f880cd20130>,<rdkit.Chem.rdchem.Mol object at 0x7f880cc50c20>,2.1442342048459526
"['1-Propyl-2-methylpyridinium', 'Bistriflylimide anion']",24,15,148.70688000000004,156.65568000000002,3.2866047923619667e-10,3.344150741943107e-10,0.94925942,3.9,103,106.9,2,1,0.071428571,0.083333333,11,0,0,0,0,0,136.21,280.15,293,0.9542,1.69252,14,24,0.2957750709620054,0.2576530695777326,0.3392899763570794,0.3331410396496278,54,92,-0.756650956,-0.202742217,0.1776930873133171,0.5185779581521305,24.02387340082975,29.092613220789843,8.871812634,5.562783403315668,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCC[N+]1=CC=CC=C1C,<rdkit.Chem.rdchem.Mol object at 0x7f880cd20130>,<rdkit.Chem.rdchem.Mol object at 0x7f880cc50c20>,0.6122482657208406
"['1-Propyl-2-methylpyridinium', 'Bistriflylimide anion']",24,15,148.70688000000004,156.65568000000002,3.2866047923619667e-10,3.344150741943107e-10,0.94925942,3.9,103,106.9,2,1,0.071428571,0.083333333,11,0,0,0,0,0,136.21,280.15,328,0.9542,1.69252,14,24,0.2957750709620054,0.2576530695777326,0.3392899763570794,0.3331410396496278,54,92,-0.756650956,-0.202742217,0.1776930873133171,0.5185779581521305,24.02387340082975,29.092613220789843,8.871812634,5.562783403315668,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCC[N+]1=CC=CC=C1C,<rdkit.Chem.rdchem.Mol object at 0x7f880cd20130>,<rdkit.Chem.rdchem.Mol object at 0x7f880cc50c20>,2.5106552936670963
"['1-Propyl-2-methylpyridinium', 'Bistriflylimide anion']",24,15,148.70688000000004,156.65568000000002,3.2866047923619667e-10,3.344150741943107e-10,0.94925942,3.9,103,106.9,2,1,0.071428571,0.083333333,11,0,0,0,0,0,136.21,280.15,326,0.9542,1.69252,14,24,0.2957750709620054,0.2576530695777326,0.3392899763570794,0.3331410396496278,54,92,-0.756650956,-0.202742217,0.1776930873133171,0.5185779581521305,24.02387340082975,29.092613220789843,8.871812634,5.562783403315668,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCC[N+]1=CC=CC=C1C,<rdkit.Chem.rdchem.Mol object at 0x7f880cd20130>,<rdkit.Chem.rdchem.Mol object at 0x7f880cc50c20>,2.324109387164943
"['1-Propyl-2-methylpyridinium', 'Bistriflylimide anion']",24,15,148.70688000000004,156.65568000000002,3.2866047923619667e-10,3.344150741943107e-10,0.94925942,3.9,103,106.9,2,1,0.071428571,0.083333333,11,0,0,0,0,0,136.21,280.15,291,0.9542,1.69252,14,24,0.2957750709620054,0.2576530695777326,0.3392899763570794,0.3331410396496278,54,92,-0.756650956,-0.202742217,0.1776930873133171,0.5185779581521305,24.02387340082975,29.092613220789843,8.871812634,5.562783403315668,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCC[N+]1=CC=CC=C1C,<rdkit.Chem.rdchem.Mol object at 0x7f880cd20130>,<rdkit.Chem.rdchem.Mol object at 0x7f880cc50c20>,0.5333160734428725
"['1-Propyl-2-methylpyridinium', 'Bistriflylimide anion']",24,15,148.70688000000004,156.65568000000002,3.2866047923619667e-10,3.344150741943107e-10,0.94925942,3.9,103,106.9,2,1,0.071428571,0.083333333,11,0,0,0,0,0,136.21,280.15,321,0.9542,1.69252,14,24,0.2957750709620054,0.2576530695777326,0.3392899763570794,0.3331410396496278,54,92,-0.756650956,-0.202742217,0.1776930873133171,0.5185779581521305,24.02387340082975,29.092613220789843,8.871812634,5.562783403315668,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCC[N+]1=CC=CC=C1C,<rdkit.Chem.rdchem.Mol object at 0x7f880cd20130>,<rdkit.Chem.rdchem.Mol object at 0x7f880cc50c20>,1.976333058464012
"['1-Propyl-2-methylpyridinium', 'Bistriflylimide anion']",24,15,148.70688000000004,156.65568000000002,3.2866047923619667e-10,3.344150741943107e-10,0.94925942,3.9,103,106.9,2,1,0.071428571,0.083333333,11,0,0,0,0,0,136.21,280.15,288,0.9542,1.69252,14,24,0.2957750709620054,0.2576530695777326,0.3392899763570794,0.3331410396496278,54,92,-0.756650956,-0.202742217,0.1776930873133171,0.5185779581521305,24.02387340082975,29.092613220789843,8.871812634,5.562783403315668,C(F)(F)(F)S(=NS(=O)(=O)C(F)(F)F)(=O)[O-],CCC[N+]1=CC=CC=C1C,<rdkit.Chem.rdchem.Mol object at 0x7f880cd20130>,<rdkit.Chem.rdchem.Mol object at 0x7f880cc50c20>,0.4625186240779572
